address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2269 Hardyke Ct","Ann Arbor",MI,42.23182,-83.714045,1,range_interpolation,2269,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3078 WILLIAMSBURG DR","Ann Arbor",MI,42.23497,-83.697535,0.6,range_interpolation,3078,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"507 MACK RD","Ann Arbor",MI,42.27616,-83.731177,1,rooftop,507,"Mack Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"1863 LAKE LILA DR","Ann Arbor",MI,42.299648,-83.717247,1,range_interpolation,1863,"Lake Lila Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"510 MACK RD","Ann Arbor",MI,42.276132,-83.73149,1,rooftop,510,"Mack Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2364 LESLIE CIR","Ann Arbor",MI,42.309084,-83.713551,1,range_interpolation,2364,"Leslie Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2270 Shadowood Dr","Ann Arbor",MI,42.232032,-83.71438,1,range_interpolation,2270,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 24H","Ann Arbor",MI,42.277976,-83.74225,1,rooftop,555,"E William St 24H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2800 WINDWOOD DR","Ann Arbor",MI,42.316978,-83.706222,1,range_interpolation,2800,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3144 CHERRY TREE LA","Ann Arbor",MI,42.24329,-83.686215,1,rooftop,3144,"Cherry Tree Ln",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"707 N MAPLE RD","Ann Arbor",MI,42.287128,-83.780653,1,range_interpolation,707,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1400 SAUNDERS CRS","Ann Arbor",MI,42.293511,-83.770948,1,rooftop,1400,"Saunders Crs",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"517 S FIRST ST","Ann Arbor",MI,42.275835,-83.7509,1,range_interpolation,517,"S 1st St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3017 LAKEHAVEN CT","Ann Arbor",MI,42.286643,-83.698232,1,range_interpolation,3017,"Lakehaven Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"518 OSWEGO ST","Ann Arbor",MI,42.274513,-83.723366,1,range_interpolation,518,"Oswego St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"223 HARBOR WAY","Ann Arbor",MI,42.248039,-83.748496,1,range_interpolation,223,"Harbor Way",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"241 S SEVENTH ST","Ann Arbor",MI,42.279892,-83.757934,1,rooftop,241,"S 7th St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"420 KELLOGG ST","Ann Arbor",MI,42.293162,-83.741423,1,range_interpolation,420,"Kellogg St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2010 WASHTENAW AV","Ann Arbor",MI,42.267008,-83.721466,1,range_interpolation,2010,"Washtenaw Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"727 N MAPLE RD","Ann Arbor",MI,42.28749,-83.78067,1,range_interpolation,727,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"605 HIDDEN VALLEY CLUB DR","Ann Arbor",MI,42.246881,-83.739426,1,range_interpolation,605,"Hidden Valley Club Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"629 S FOREST AVE","Ann Arbor",MI,42.273972,-83.73281,1,rooftop,629,"S Forest Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"555 E WILLIAM ST 23G","Ann Arbor",MI,42.277977,-83.742168,1,rooftop,555,"E William St 23G",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1114 FOUNTAIN ST","Ann Arbor",MI,42.292813,-83.753675,1,rooftop,1114,"Fountain St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
CR4831,"Ann Arbor",MI,42.266638,-83.849042,1,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1518 PINE VALLEY BLV","Ann Arbor",MI,42.250288,-83.724912,0.82,nearest_rooftop_match,1520,"Pine Valley Blv",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1029 1031 Wellington Ct","Ann Arbor",MI,42.268844,-83.73216,1,rooftop,1031,"Wellington Ct",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"1910 W LIBERTY ST","Ann Arbor",MI,42.275777,-83.772002,1,range_interpolation,1910,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 9H","Ann Arbor",MI,42.277976,-83.74225,1,rooftop,555,"E William St 9H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"509 LONG SHORE DR A","Ann Arbor",MI,42.291509,-83.741513,1,rooftop,509,"Long Shore Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"522 MONROE ST","Ann Arbor",MI,42.273035,-83.742085,1,rooftop,522,"Monroe St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"711 N MAPLE RD","Ann Arbor",MI,42.28733,-83.780659,1,range_interpolation,711,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"113 EIGHTH ST","Ann Arbor",MI,42.28118,-83.759614,1,rooftop,113,"8th St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"2758 COLLEY LN","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"169 HARBOR WAY","Ann Arbor",MI,42.247837,-83.748502,1,range_interpolation,169,"Harbor Way",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1128 MILLER AVE 2","Ann Arbor",MI,42.287663,-83.761535,1,rooftop,1128,"Miller Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"2335 LANCASHIRE DR","Ann Arbor",MI,42.31001,-83.716299,1,range_interpolation,2335,"Lancashire Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 15A","Ann Arbor",MI,42.278059,-83.742578,1,rooftop,555,"E William St 15A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3277 PLATT RD","Ann Arbor",MI,42.241333,-83.699881,1,range_interpolation,3277,"Platt Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"427 S SEVENTH ST","Ann Arbor",MI,42.27704,-83.758362,1,range_interpolation,427,"S 7th St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1635 LEAIRD DR","Ann Arbor",MI,42.2947,-83.729197,1,range_interpolation,1635,"Leaird Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1875 LAKE LILA DR","Ann Arbor",MI,42.299762,-83.717261,1,range_interpolation,1875,"Lake Lila Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2454 Laurelwood Cir","Ann Arbor",MI,42.232347,-83.71182,1,range_interpolation,2454,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1424 CREAL CRES","Ann Arbor",MI,42.293746,-83.773579,1,range_interpolation,1424,"Creal Cres",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"425 S SEVENTH ST","Ann Arbor",MI,42.277069,-83.758362,1,range_interpolation,425,"S 7th St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2825 BEACON HILL ST","Ann Arbor",MI,42.25113,-83.702392,1,rooftop,2825,"Beacon Hill St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"1851 LAKE LILA DR","Ann Arbor",MI,42.299514,-83.717167,1,range_interpolation,1851,"Lake Lila Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3026 WOLVERINE DR","Ann Arbor",MI,42.236438,-83.699266,1,range_interpolation,3026,"Wolverine Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3457 PLATT RD","Ann Arbor",MI,42.239292,-83.699863,1,range_interpolation,3457,"Platt Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2019 MEDFORD RD","Ann Arbor",MI,42.259198,-83.716319,1,range_interpolation,2019,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2347 Shadowood Dr","Ann Arbor",MI,42.233111,-83.713176,1,range_interpolation,2347,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3031 WILLIAMSBURG DR","Ann Arbor",MI,42.234393,-83.695404,0.76,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"3735 GREEN BRIER BLVD","Ann Arbor",MI,42.298685,-83.688432,1,rooftop,3735,"Greenbrier Blvd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"3070 WHISPERWOOD DR","Ann Arbor",MI,42.318672,-83.703077,1,range_interpolation,3070,"Whisperwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"617 S FOREST AV","Ann Arbor",MI,42.274843,-83.732929,1,range_interpolation,617,"S Forest Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"117 WWashington St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2035 MEDFORD RD","Ann Arbor",MI,42.257221,-83.714408,1,range_interpolation,2035,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"920 GREENE ST","Ann Arbor",MI,42.27017,-83.747666,1,range_interpolation,920,"Greene St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2300 ST FRANCIS DR","Ann Arbor",MI,42.258718,-83.716862,1,range_interpolation,2300,"St Francis Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"824 GREENE ST","Ann Arbor",MI,42.271375,-83.74769,1,range_interpolation,824,"Greene St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2317 SANDALWOOD CIR","Ann Arbor",MI,42.307836,-83.710585,1,range_interpolation,2317,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 26F","Ann Arbor",MI,42.278064,-83.74217,1,rooftop,555,"E William St 26F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"605 HOWLEY CT","Ann Arbor",MI,42.290702,-83.740803,1,range_interpolation,605,"Howley Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2750 WINDWOOD DR","Ann Arbor",MI,42.318531,-83.707261,1,range_interpolation,2750,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3291 TURNBERRY LA","Ann Arbor",MI,42.236043,-83.688181,1,rooftop,3291,"Turnberry Ln",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2801 PONTIAC TRL","Ann Arbor",MI,42.313043,-83.735483,1,rooftop,2801,"Pontiac Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"549 LONG SHORE DR B","Ann Arbor",MI,42.291645,-83.740963,1,rooftop,549,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"555 E WILLIAM ST 15I","Ann Arbor",MI,42.277975,-83.742331,1,rooftop,555,"E William St 15I",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"140 LYNDEN GLEN DR","Ann Arbor",MI,42.251905,-83.748455,1,range_interpolation,140,"Lynden Glen Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2810 WINDWOOD DR","Ann Arbor",MI,42.317153,-83.705384,1,range_interpolation,2810,"Windwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1532 PINE VALLEY BLV","Ann Arbor",MI,42.250981,-83.724178,0.82,nearest_rooftop_match,1534,"Pine Valley Blv",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"404 SFirst St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 3L","Ann Arbor",MI,42.277972,-83.742576,1,rooftop,555,"E William St 3L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"511 BENJAMIN ST 2","Ann Arbor",MI,42.271118,-83.742485,1,rooftop,511,"Benjamin St 2",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"303 SDivision St","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"654 WAY MARKET DR","Ann Arbor",MI,42.241736,-83.755194,0.9,range_interpolation,654,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"25 RESEARCH DR","Ann Arbor",MI,42.29858,-83.747813,1,range_interpolation,25,"Research Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1950 W LIBERTY ST","Ann Arbor",MI,42.275864,-83.771692,1,range_interpolation,1950,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3200 Nixon Road","Ann Arbor",MI,42.319632,-83.707546,1,range_interpolation,3200,"Nixon Rd",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"601 WAYMARKET DR","Ann Arbor",MI,42.2421,-83.756412,1,range_interpolation,601,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2013 S HURON PKY","Ann Arbor",MI,42.256893,-83.695492,1,range_interpolation,2013,"S Huron Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2726 HIKONE RD","Ann Arbor",MI,42.243203,-83.7142,1,range_interpolation,2726,"Hikone Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2287 Shadowood Dr","Ann Arbor",MI,42.231823,-83.714105,1,range_interpolation,2287,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2809 RATHMORE LN","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1548 JONES DR","Ann Arbor",MI,42.295222,-83.7311,1,range_interpolation,1548,"Jones Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2234 DEXTER AV","Ann Arbor",MI,42.284993,-83.776151,1,rooftop,2234,"Dexter Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"1524 PINE VALLEY BLV","Ann Arbor",MI,42.250729,-83.724679,0.82,nearest_rooftop_match,1526,"Pine Valley Blv",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 11H","Ann Arbor",MI,42.277976,-83.74225,1,rooftop,555,"E William St 11H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1515 PINE VALLEY BLV","Ann Arbor",MI,42.251274,-83.726077,0.8,nearest_rooftop_match,1507,"Pine Valley Blv",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 22E","Ann Arbor",MI,42.278,-83.742401,1,rooftop,555,"E William St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"632 WSummit St","Ann Arbor",MI,42.289152,-83.755281,0.9,rooftop,632,"W Summit St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"555 E WILLIAM ST 23D","Ann Arbor",MI,42.278062,-83.742333,1,rooftop,555,"E William St 23D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"540 N MAPLE RD","Ann Arbor",MI,42.285738,-83.780335,1,range_interpolation,540,"N Maple Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"815 S STATE ST","Ann Arbor",MI,42.271758,-83.740484,1,range_interpolation,815,"S State St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"112 COLLINGWOOD DR","Ann Arbor",MI,42.279771,-83.778409,1,rooftop,112,"Collingwood Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"1816 STADIUM PL","Ann Arbor",MI,42.267618,-83.770506,1,range_interpolation,1816,"Stadium Pl",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"409 E MADISON ST","Ann Arbor",MI,42.274364,-83.743826,1,rooftop,409,"E Madison St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"215 LAKE VILLAGE DR","Ann Arbor",MI,42.250905,-83.746845,0.9,range_interpolation,215,"Lake Village Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"618 WLiberty St","Ann Arbor",MI,42.278715,-83.755692,0.9,rooftop,618,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
CR12-0047,"Ann Arbor",MI,42.266638,-83.849042,1,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"538 WAY MARKET DR","Ann Arbor",MI,42.242378,-83.756249,0.9,range_interpolation,538,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"966 NEWPORT RD","Ann Arbor",MI,42.290281,-83.765466,1,range_interpolation,966,"Newport Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1809 WILLOWTREE LN","Ann Arbor",MI,42.299129,-83.717058,1,range_interpolation,1809,"Willowtree Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2980 PACKARD RD","Ann Arbor",MI,42.244846,-83.703113,1,range_interpolation,2980,"Packard Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2407 SANDALWOOD CIR","Ann Arbor",MI,42.305679,-83.708433,1,range_interpolation,2407,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 14B","Ann Arbor",MI,42.27806,-83.742496,1,rooftop,555,"E William St 14B",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1693 BROADWAY ST","Ann Arbor",MI,42.296532,-83.725002,1,range_interpolation,1693,"Broadway St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1835 SHIRLEY LN","Ann Arbor",MI,42.30041,-83.719357,1,range_interpolation,1835,"Shirley Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 7H","Ann Arbor",MI,42.277976,-83.74225,1,rooftop,555,"E William St 7H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3060 WASHTENAW AVE","Ann Arbor",MI,42.257272,-83.699428,1,range_interpolation,3060,"Washtenaw Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"415 S FIFTH AVE","Ann Arbor",MI,42.277413,-83.745855,1,rooftop,415,"S 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"260 HARBOR WAY","Ann Arbor",MI,42.248178,-83.748492,0.9,range_interpolation,260,"Harbor Way",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1512 LONG SHORE DR","Ann Arbor",MI,42.296106,-83.740804,1,rooftop,1512,"Long Shore Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"637 S MAIN ST","Ann Arbor",MI,42.272962,-83.748709,1,rooftop,637,"S Main St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2044 PAULINE BLV","Ann Arbor",MI,42.268483,-83.776483,0.62,nearest_rooftop_match,1992,"Pauline Blv",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"115 W LIBERTY ST 3","Ann Arbor",MI,42.279385,-83.749413,1,rooftop,115,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2305 SANDALWOOD CIR","Ann Arbor",MI,42.308196,-83.710344,1,range_interpolation,2305,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1318 WRIGHT ST","Ann Arbor",MI,42.293167,-83.73969,1,range_interpolation,1318,"Wright St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1522 PINE VALLEY BLV","Ann Arbor",MI,42.250288,-83.724912,0.82,nearest_rooftop_match,1520,"Pine Valley Blv",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1960 W LIBERTY ST","Ann Arbor",MI,42.275598,-83.771807,1,range_interpolation,1960,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1700 GREENVIEW DR","Ann Arbor",MI,42.260109,-83.763789,1,range_interpolation,1700,"Greenview Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2005 MEDFORD RD","Ann Arbor",MI,42.258916,-83.715861,1,range_interpolation,2005,"Medford Rd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"350 S FIFTH AV","Ann Arbor",MI,42.278165,-83.74682,1,rooftop,350,"S 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"431 S SEVENTH ST","Ann Arbor",MI,42.27698,-83.75836,1,range_interpolation,431,"S 7th St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"211 S FOURTH AV","Ann Arbor",MI,42.280023,-83.746981,1,rooftop,211,"S 4th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 26A","Ann Arbor",MI,42.278059,-83.742578,1,rooftop,555,"E William St 26A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3038 WILLIAMSBURG DR","Ann Arbor",MI,42.234393,-83.695404,0.65,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"3076 WILLIAMSBURG DR","Ann Arbor",MI,42.234996,-83.697662,0.6,range_interpolation,3076,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"411 LONG SHORE DR","Ann Arbor",MI,42.292009,-83.743624,1,rooftop,411,"Long Shore Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"1630 NMaple Road","Ann Arbor",MI,42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"336 S STATE ST","Ann Arbor",MI,42.283326,-83.7408,1,range_interpolation,336,"N State St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2714 HIKONE RD","Ann Arbor",MI,42.244051,-83.714198,1,range_interpolation,2714,"Hikone Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"511 N FIFTH AV","Ann Arbor",MI,42.285242,-83.746288,1,rooftop,511,"N 5th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2349 SANDALWOOD CIR","Ann Arbor",MI,42.306744,-83.710518,1,range_interpolation,2349,"Sandalwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 18L","Ann Arbor",MI,42.277972,-83.742576,1,rooftop,555,"E William St 18L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3612 PARTRIDGE PATH","Ann Arbor",MI,42.234105,-83.723524,1,range_interpolation,3612,"Partridge Path",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"524 WLiberty St","Ann Arbor",MI,42.27894,-83.75471,0.9,rooftop,524,"W Liberty St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"1012 Marra","Ann Arbor",MI,42.271069,-83.741441,0.1,street_center,,"Mary St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"201 HARBOR WAY","Ann Arbor",MI,42.247957,-83.748499,1,range_interpolation,201,"Harbor Way",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 14I","Ann Arbor",MI,42.277975,-83.742331,1,rooftop,555,"E William St 14I",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
